pack_id,recipient_offset,recipient_length,candidate_rank,donor_offset,donor_length,phrase_score,signature_hits,recipient_class,donor_class
186,194999546,1050949,6,2097920,16384,3515,605,9,9
187,196050495,1045237,0,13641728,16384,7194,1222,9,9
187,196050495,1045237,1,16797952,4096,5067,1151,9,9
187,196050495,1045237,2,1048320,65536,4869,843,9,9
187,196050495,1045237,3,1540096,65536,4779,829,9,9
187,196050495,1045237,4,3080960,65536,3850,616,9,9
187,196050495,1045237,5,4129792,65536,3570,616,9,9
187,196050495,1045237,6,2097920,16384,3515,605,9,9
188,197095732,1052115,0,42968832,65536,9292,1634,10,10
188,197095732,1052115,1,43017984,16384,8971,1579,10,10
188,197095732,1052115,2,42508288,4096,7432,1694,10,10
188,197095732,1052115,3,56115712,65536,4513,739,10,10
188,197095732,1052115,4,62403072,65536,4012,660,10,10
188,197095732,1052115,5,143680512,4096,3827,881,10,10
189,198147847,1049372,0,40937216,16384,3475,607,6,6
189,198147847,1049372,1,48260352,16384,2363,411,6,6
189,198147847,1049372,2,46669568,65536,2175,379,6,6
189,198147847,1049372,3,46694144,16384,1815,319,6,6
189,198147847,1049372,4,118538752,16384,1571,273,6,6
189,198147847,1049372,5,117424640,65536,1412,244,6,6
189,198147847,1049372,6,47719680,65536,1258,200,6,6
190,199197219,1048394,0,42968832,65536,9292,1634,10,10
190,199197219,1048394,1,43017984,16384,8971,1579,10,10
190,199197219,1048394,2,42508288,4096,7432,1694,10,10
190,199197219,1048394,3,56115712,65536,4513,739,10,10
190,199197219,1048394,4,62403072,65536,4012,660,10,10
190,199197219,1048394,5,143680512,4096,3827,881,10,10
191,200245613,1048239,0,40937216,16384,3475,607,6,6
191,200245613,1048239,1,48260352,16384,2363,411,6,6
191,200245613,1048239,2,46669568,65536,2175,379,6,6
191,200245613,1048239,3,46694144,16384,1815,319,6,6
191,200245613,1048239,4,118538752,16384,1571,273,6,6
191,200245613,1048239,5,117424640,65536,1412,244,6,6
191,200245613,1048239,6,47719680,65536,1258,200,6,6
192,201293852,1047487,0,40937216,16384,3475,607,6,6
192,201293852,1047487,1,48260352,16384,2363,411,6,6
192,201293852,1047487,2,46669568,65536,2175,379,6,6
192,201293852,1047487,3,46694144,16384,1815,319,6,6
192,201293852,1047487,4,118538752,16384,1571,273,6,6
192,201293852,1047487,5,117424640,65536,1412,244,6,6
192,201293852,1047487,6,47719680,65536,1258,200,6,6
193,202341339,1048350,0,42968832,65536,9292,1634,10,10
193,202341339,1048350,1,43017984,16384,8971,1579,10,10
193,202341339,1048350,2,42508288,4096,7432,1694,10,10
193,202341339,1048350,3,56115712,65536,4513,739,10,10
193,202341339,1048350,4,62403072,65536,4012,660,10,10
193,202341339,1048350,5,143680512,4096,3827,881,10,10
194,203389689,1048976,0,42968832,65536,9292,1634,10,10
194,203389689,1048976,1,43017984,16384,8971,1579,10,10
194,203389689,1048976,2,42508288,4096,7432,1694,10,10
194,203389689,1048976,3,56115712,65536,4513,739,10,10
194,203389689,1048976,4,62403072,65536,4012,660,10,10
194,203389689,1048976,5,143680512,4096,3827,881,10,10
195,204438665,1048128,0,42968832,65536,9292,1634,10,10
195,204438665,1048128,1,43017984,16384,8971,1579,10,10
195,204438665,1048128,2,42508288,4096,7432,1694,10,10
195,204438665,1048128,3,56115712,65536,4513,739,10,10
195,204438665,1048128,4,62403072,65536,4012,660,10,10
195,204438665,1048128,5,143680512,4096,3827,881,10,10
196,205486793,1041362,0,42968832,65536,9292,1634,10,10
196,205486793,1041362,1,43017984,16384,8971,1579,10,10
196,205486793,1041362,2,42508288,4096,7432,1694,10,10
196,205486793,1041362,3,56115712,65536,4513,739,10,10
196,205486793,1041362,4,62403072,65536,4012,660,10,10
196,205486793,1041362,5,143680512,4096,3827,881,10,10
197,206528155,1049722,0,42968832,65536,9292,1634,10,10
197,206528155,1049722,1,43017984,16384,8971,1579,10,10
197,206528155,1049722,2,42508288,4096,7432,1694,10,10
197,206528155,1049722,3,56115712,65536,4513,739,10,10
197,206528155,1049722,4,62403072,65536,4012,660,10,10
197,206528155,1049722,5,143680512,4096,3827,881,10,10
198,207577877,1047909,0,42968832,65536,9292,1634,10,10
198,207577877,1047909,1,43017984,16384,8971,1579,10,10
198,207577877,1047909,2,42508288,4096,7432,1694,10,10
198,207577877,1047909,3,56115712,65536,4513,739,10,10
198,207577877,1047909,4,62403072,65536,4012,660,10,10
198,207577877,1047909,5,143680512,4096,3827,881,10,10
199,208625786,1049940,0,42968832,65536,9292,1634,10,10
199,208625786,1049940,1,43017984,16384,8971,1579,10,10
199,208625786,1049940,2,42508288,4096,7432,1694,10,10
199,208625786,1049940,3,56115712,65536,4513,739,10,10
199,208625786,1049940,4,62403072,65536,4012,660,10,10
199,208625786,1049940,5,143680512,4096,3827,881,10,10
200,209675726,1047286,0,42968832,65536,9292,1634,10,10
200,209675726,1047286,1,43017984,16384,8971,1579,10,10
200,209675726,1047286,2,42508288,4096,7432,1694,10,10
200,209675726,1047286,3,56115712,65536,4513,739,10,10
200,209675726,1047286,4,62403072,65536,4012,660,10,10
200,209675726,1047286,5,143680512,4096,3827,881,10,10
201,210723012,1051312,0,13641728,16384,7194,1222,9,9
201,210723012,1051312,1,16797952,4096,5067,1151,9,9
201,210723012,1051312,2,1048320,65536,4869,843,9,9
201,210723012,1051312,3,1540096,65536,4779,829,9,9
201,210723012,1051312,4,3080960,65536,3850,616,9,9
201,210723012,1051312,5,4129792,65536,3570,616,9,9
201,210723012,1051312,6,2097920,16384,3515,605,9,9
202,211774324,1049489,0,42968832,65536,9292,1634,10,10
202,211774324,1049489,1,43017984,16384,8971,1579,10,10
202,211774324,1049489,2,42508288,4096,7432,1694,10,10
202,211774324,1049489,3,56115712,65536,4513,739,10,10
202,211774324,1049489,4,62403072,65536,4012,660,10,10
202,211774324,1049489,5,143680512,4096,3827,881,10,10
203,212823813,1047894,0,42968832,65536,9292,1634,10,10
203,212823813,1047894,1,43017984,16384,8971,1579,10,10
203,212823813,1047894,2,42508288,4096,7432,1694,10,10
203,212823813,1047894,3,56115712,65536,4513,739,10,10
203,212823813,1047894,4,62403072,65536,4012,660,10,10
203,212823813,1047894,5,143680512,4096,3827,881,10,10
204,213871707,1048295,0,40937216,16384,3475,607,6,6
204,213871707,1048295,1,48260352,16384,2363,411,6,6
204,213871707,1048295,2,46669568,65536,2175,379,6,6
204,213871707,1048295,3,46694144,16384,1815,319,6,6
204,213871707,1048295,4,118538752,16384,1571,273,6,6
204,213871707,1048295,5,117424640,65536,1412,244,6,6
204,213871707,1048295,6,47719680,65536,1258,200,6,6
205,214920002,1050963,0,42968832,65536,9292,1634,10,10
205,214920002,1050963,1,43017984,16384,8971,1579,10,10
205,214920002,1050963,2,42508288,4096,7432,1694,10,10
205,214920002,1050963,3,56115712,65536,4513,739,10,10
205,214920002,1050963,4,62403072,65536,4012,660,10,10
205,214920002,1050963,5,143680512,4096,3827,881,10,10
206,215970965,1044906,0,40937216,16384,3475,607,6,6
206,215970965,1044906,1,48260352,16384,2363,411,6,6
206,215970965,1044906,2,46669568,65536,2175,379,6,6
206,215970965,1044906,3,46694144,16384,1815,319,6,6
206,215970965,1044906,4,118538752,16384,1571,273,6,6
206,215970965,1044906,5,117424640,65536,1412,244,6,6
206,215970965,1044906,6,47719680,65536,1258,200,6,6
207,217015871,1047427,0,40937216,16384,3475,607,6,6
207,217015871,1047427,1,48260352,16384,2363,411,6,6
207,217015871,1047427,2,46669568,65536,2175,379,6,6
207,217015871,1047427,3,46694144,16384,1815,319,6,6
207,217015871,1047427,4,118538752,16384,1571,273,6,6
207,217015871,1047427,5,117424640,65536,1412,244,6,6
207,217015871,1047427,6,47719680,65536,1258,200,6,6
208,218063298,1047259,0,42968832,65536,9292,1634,10,10
208,218063298,1047259,1,43017984,16384,8971,1579,10,10
208,218063298,1047259,2,42508288,4096,7432,1694,10,10
208,218063298,1047259,3,56115712,65536,4513,739,10,10
208,218063298,1047259,4,62403072,65536,4012,660,10,10
208,218063298,1047259,5,143680512,4096,3827,881,10,10
209,219110557,1046057,0,40937216,16384,3475,607,6,6
209,219110557,1046057,1,48260352,16384,2363,411,6,6
209,219110557,1046057,2,46669568,65536,2175,379,6,6
209,219110557,1046057,3,46694144,16384,1815,319,6,6
209,219110557,1046057,4,118538752,16384,1571,273,6,6
209,219110557,1046057,5,117424640,65536,1412,244,6,6
209,219110557,1046057,6,47719680,65536,1258,200,6,6
210,220156614,1044679,0,13641728,16384,7194,1222,9,9
210,220156614,1044679,1,16797952,4096,5067,1151,9,9
210,220156614,1044679,2,1048320,65536,4869,843,9,9
210,220156614,1044679,3,1540096,65536,4779,829,9,9
210,220156614,1044679,4,3080960,65536,3850,616,9,9
210,220156614,1044679,5,4129792,65536,3570,616,9,9
210,220156614,1044679,6,2097920,16384,3515,605,9,9
211,221201293,1047999,0,40937216,16384,3475,607,6,6
211,221201293,1047999,1,48260352,16384,2363,411,6,6
211,221201293,1047999,2,46669568,65536,2175,379,6,6
211,221201293,1047999,3,46694144,16384,1815,319,6,6
211,221201293,1047999,4,118538752,16384,1571,273,6,6
211,221201293,1047999,5,117424640,65536,1412,244,6,6
211,221201293,1047999,6,47719680,65536,1258,200,6,6
212,222249292,1048210,0,42968832,65536,9292,1634,10,10
212,222249292,1048210,1,43017984,16384,8971,1579,10,10
212,222249292,1048210,2,42508288,4096,7432,1694,10,10
212,222249292,1048210,3,56115712,65536,4513,739,10,10
212,222249292,1048210,4,62403072,65536,4012,660,10,10
212,222249292,1048210,5,143680512,4096,3827,881,10,10
213,223297502,1048685,0,42968832,65536,9292,1634,10,10
213,223297502,1048685,1,43017984,16384,8971,1579,10,10
213,223297502,1048685,2,42508288,4096,7432,1694,10,10
213,223297502,1048685,3,56115712,65536,4513,739,10,10
213,223297502,1048685,4,62403072,65536,4012,660,10,10
213,223297502,1048685,5,143680512,4096,3827,881,10,10
214,224346187,1047114,0,42968832,65536,9292,1634,10,10
214,224346187,1047114,1,43017984,16384,8971,1579,10,10
214,224346187,1047114,2,42508288,4096,7432,1694,10,10
214,224346187,1047114,3,56115712,65536,4513,739,10,10
214,224346187,1047114,4,62403072,65536,4012,660,10,10
214,224346187,1047114,5,143680512,4096,3827,881,10,10
215,225393301,1048718,0,42968832,65536,9292,1634,10,10
215,225393301,1048718,1,43017984,16384,8971,1579,10,10
215,225393301,1048718,2,42508288,4096,7432,1694,10,10
215,225393301,1048718,3,56115712,65536,4513,739,10,10
215,225393301,1048718,4,62403072,65536,4012,660,10,10
215,225393301,1048718,5,143680512,4096,3827,881,10,10
216,226442019,1046400,0,42968832,65536,9292,1634,10,10
216,226442019,1046400,1,43017984,16384,8971,1579,10,10
216,226442019,1046400,2,42508288,4096,7432,1694,10,10
216,226442019,1046400,3,56115712,65536,4513,739,10,10
216,226442019,1046400,4,62403072,65536,4012,660,10,10
216,226442019,1046400,5,143680512,4096,3827,881,10,10
219,229584458,1043218,0,42968832,65536,9292,1634,10,10
219,229584458,1043218,1,43017984,16384,8971,1579,10,10
219,229584458,1043218,2,42508288,4096,7432,1694,10,10
219,229584458,1043218,3,56115712,65536,4513,739,10,10
219,229584458,1043218,4,62403072,65536,4012,660,10,10
219,229584458,1043218,5,143680512,4096,3827,881,10,10
220,230627676,1046019,0,42968832,65536,9292,1634,10,10
220,230627676,1046019,1,43017984,16384,8971,1579,10,10
220,230627676,1046019,2,42508288,4096,7432,1694,10,10
220,230627676,1046019,3,56115712,65536,4513,739,10,10
220,230627676,1046019,4,62403072,65536,4012,660,10,10
220,230627676,1046019,5,143680512,4096,3827,881,10,10
221,231673695,1047074,0,42968832,65536,9292,1634,10,10
221,231673695,1047074,1,43017984,16384,8971,1579,10,10
221,231673695,1047074,2,42508288,4096,7432,1694,10,10
221,231673695,1047074,3,56115712,65536,4513,739,10,10
221,231673695,1047074,4,62403072,65536,4012,660,10,10
221,231673695,1047074,5,143680512,4096,3827,881,10,10
222,232720769,1047311,0,42968832,65536,9292,1634,10,10
222,232720769,1047311,1,43017984,16384,8971,1579,10,10
222,232720769,1047311,2,42508288,4096,7432,1694,10,10
222,232720769,1047311,3,56115712,65536,4513,739,10,10
222,232720769,1047311,4,62403072,65536,4012,660,10,10
222,232720769,1047311,5,143680512,4096,3827,881,10,10
223,233768080,1051892,0,40937216,16384,3475,607,6,6
223,233768080,1051892,1,48260352,16384,2363,411,6,6
223,233768080,1051892,2,46669568,65536,2175,379,6,6
223,233768080,1051892,3,46694144,16384,1815,319,6,6
223,233768080,1051892,4,118538752,16384,1571,273,6,6
223,233768080,1051892,5,117424640,65536,1412,244,6,6
223,233768080,1051892,6,47719680,65536,1258,200,6,6
224,234819972,1047842,0,42968832,65536,9292,1634,10,10
224,234819972,1047842,1,43017984,16384,8971,1579,10,10
224,234819972,1047842,2,42508288,4096,7432,1694,10,10
224,234819972,1047842,3,56115712,65536,4513,739,10,10
224,234819972,1047842,4,62403072,65536,4012,660,10,10
224,234819972,1047842,5,143680512,4096,3827,881,10,10
225,235867814,1050750,0,42968832,65536,9292,1634,10,10
225,235867814,1050750,1,43017984,16384,8971,1579,10,10
225,235867814,1050750,2,42508288,4096,7432,1694,10,10
225,235867814,1050750,3,56115712,65536,4513,739,10,10
225,235867814,1050750,4,62403072,65536,4012,660,10,10
225,235867814,1050750,5,143680512,4096,3827,881,10,10
226,236918564,1043149,0,42968832,65536,9292,1634,10,10
226,236918564,1043149,1,43017984,16384,8971,1579,10,10
226,236918564,1043149,2,42508288,4096,7432,1694,10,10
226,236918564,1043149,3,56115712,65536,4513,739,10,10
226,236918564,1043149,4,62403072,65536,4012,660,10,10
226,236918564,1043149,5,143680512,4096,3827,881,10,10
227,237961713,1046633,0,40937216,16384,3475,607,6,6
227,237961713,1046633,1,48260352,16384,2363,411,6,6
227,237961713,1046633,2,46669568,65536,2175,379,6,6
227,237961713,1046633,3,46694144,16384,1815,319,6,6
227,237961713,1046633,4,118538752,16384,1571,273,6,6
227,237961713,1046633,5,117424640,65536,1412,244,6,6
227,237961713,1046633,6,47719680,65536,1258,200,6,6
228,239008346,1056407,0,40937216,16384,3475,607,6,6
228,239008346,1056407,1,48260352,16384,2363,411,6,6
228,239008346,1056407,2,46669568,65536,2175,379,6,6
228,239008346,1056407,3,46694144,16384,1815,319,6,6
228,239008346,1056407,4,118538752,16384,1571,273,6,6
228,239008346,1056407,5,117424640,65536,1412,244,6,6
228,239008346,1056407,6,47719680,65536,1258,200,6,6
229,240064753,1051784,0,40937216,16384,3475,607,6,6
229,240064753,1051784,1,48260352,16384,2363,411,6,6
229,240064753,1051784,2,46669568,65536,2175,379,6,6
229,240064753,1051784,3,46694144,16384,1815,319,6,6
229,240064753,1051784,4,118538752,16384,1571,273,6,6
229,240064753,1051784,5,117424640,65536,1412,244,6,6
229,240064753,1051784,6,47719680,65536,1258,200,6,6
230,241116537,1055858,0,42968832,65536,9292,1634,10,10
230,241116537,1055858,1,43017984,16384,8971,1579,10,10
230,241116537,1055858,2,42508288,4096,7432,1694,10,10
230,241116537,1055858,3,56115712,65536,4513,739,10,10
230,241116537,1055858,4,62403072,65536,4012,660,10,10
230,241116537,1055858,5,143680512,4096,3827,881,10,10
231,242172395,1050579,0,40937216,16384,3475,607,6,6
231,242172395,1050579,1,48260352,16384,2363,411,6,6
231,242172395,1050579,2,46669568,65536,2175,379,6,6
231,242172395,1050579,3,46694144,16384,1815,319,6,6
231,242172395,1050579,4,118538752,16384,1571,273,6,6
231,242172395,1050579,5,117424640,65536,1412,244,6,6
231,242172395,1050579,6,47719680,65536,1258,200,6,6
232,243222974,1051100,0,42968832,65536,9292,1634,10,10
232,243222974,1051100,1,43017984,16384,8971,1579,10,10
232,243222974,1051100,2,42508288,4096,7432,1694,10,10
232,243222974,1051100,3,56115712,65536,4513,739,10,10
232,243222974,1051100,4,62403072,65536,4012,660,10,10
232,243222974,1051100,5,143680512,4096,3827,881,10,10
233,244274074,1052550,0,42968832,65536,9292,1634,10,10
233,244274074,1052550,1,43017984,16384,8971,1579,10,10
233,244274074,1052550,2,42508288,4096,7432,1694,10,10
233,244274074,1052550,3,56115712,65536,4513,739,10,10
233,244274074,1052550,4,62403072,65536,4012,660,10,10
233,244274074,1052550,5,143680512,4096,3827,881,10,10
234,245326624,1049103,0,42968832,65536,9292,1634,10,10
234,245326624,1049103,1,43017984,16384,8971,1579,10,10
234,245326624,1049103,2,42508288,4096,7432,1694,10,10
234,245326624,1049103,3,56115712,65536,4513,739,10,10
234,245326624,1049103,4,62403072,65536,4012,660,10,10
234,245326624,1049103,5,143680512,4096,3827,881,10,10
235,246375727,1054756,0,40937216,16384,3475,607,6,6
235,246375727,1054756,1,48260352,16384,2363,411,6,6
235,246375727,1054756,2,46669568,65536,2175,379,6,6
235,246375727,1054756,3,46694144,16384,1815,319,6,6
235,246375727,1054756,4,118538752,16384,1571,273,6,6
235,246375727,1054756,5,117424640,65536,1412,244,6,6
235,246375727,1054756,6,47719680,65536,1258,200,6,6
236,247430483,1048544,0,42968832,65536,9292,1634,10,10
236,247430483,1048544,1,43017984,16384,8971,1579,10,10
236,247430483,1048544,2,42508288,4096,7432,1694,10,10
236,247430483,1048544,3,56115712,65536,4513,739,10,10
236,247430483,1048544,4,62403072,65536,4012,660,10,10
236,247430483,1048544,5,143680512,4096,3827,881,10,10
237,248479027,1046582,0,42968832,65536,9292,1634,10,10
237,248479027,1046582,1,43017984,16384,8971,1579,10,10
237,248479027,1046582,2,42508288,4096,7432,1694,10,10
237,248479027,1046582,3,56115712,65536,4513,739,10,10
237,248479027,1046582,4,62403072,65536,4012,660,10,10
237,248479027,1046582,5,143680512,4096,3827,881,10,10
238,249525609,1048131,0,42968832,65536,9292,1634,10,10
238,249525609,1048131,1,43017984,16384,8971,1579,10,10
238,249525609,1048131,2,42508288,4096,7432,1694,10,10
238,249525609,1048131,3,56115712,65536,4513,739,10,10
238,249525609,1048131,4,62403072,65536,4012,660,10,10
238,249525609,1048131,5,143680512,4096,3827,881,10,10
239,250573740,1047626,0,40937216,16384,3475,607,6,6
239,250573740,1047626,1,48260352,16384,2363,411,6,6
239,250573740,1047626,2,46669568,65536,2175,379,6,6
239,250573740,1047626,3,46694144,16384,1815,319,6,6
239,250573740,1047626,4,118538752,16384,1571,273,6,6
239,250573740,1047626,5,117424640,65536,1412,244,6,6
239,250573740,1047626,6,47719680,65536,1258,200,6,6
240,251621366,1049944,0,42968832,65536,9292,1634,10,10
240,251621366,1049944,1,43017984,16384,8971,1579,10,10
240,251621366,1049944,2,42508288,4096,7432,1694,10,10
240,251621366,1049944,3,56115712,65536,4513,739,10,10
240,251621366,1049944,4,62403072,65536,4012,660,10,10
240,251621366,1049944,5,143680512,4096,3827,881,10,10
241,252671310,1046905,0,42968832,65536,9292,1634,10,10
241,252671310,1046905,1,43017984,16384,8971,1579,10,10
241,252671310,1046905,2,42508288,4096,7432,1694,10,10
241,252671310,1046905,3,56115712,65536,4513,739,10,10
241,252671310,1046905,4,62403072,65536,4012,660,10,10
241,252671310,1046905,5,143680512,4096,3827,881,10,10
242,253718215,1053736,0,42968832,65536,9292,1634,10,10
242,253718215,1053736,1,43017984,16384,8971,1579,10,10
242,253718215,1053736,2,42508288,4096,7432,1694,10,10
242,253718215,1053736,3,56115712,65536,4513,739,10,10
242,253718215,1053736,4,62403072,65536,4012,660,10,10
242,253718215,1053736,5,143680512,4096,3827,881,10,10
243,254771951,1044928,0,42968832,65536,9292,1634,10,10
243,254771951,1044928,1,43017984,16384,8971,1579,10,10
243,254771951,1044928,2,42508288,4096,7432,1694,10,10
243,254771951,1044928,3,56115712,65536,4513,739,10,10
243,254771951,1044928,4,62403072,65536,4012,660,10,10
243,254771951,1044928,5,143680512,4096,3827,881,10,10
244,255816879,1047041,0,42968832,65536,9292,1634,10,10
244,255816879,1047041,1,43017984,16384,8971,1579,10,10
244,255816879,1047041,2,42508288,4096,7432,1694,10,10
244,255816879,1047041,3,56115712,65536,4513,739,10,10
244,255816879,1047041,4,62403072,65536,4012,660,10,10
244,255816879,1047041,5,143680512,4096,3827,881,10,10
245,256863920,1048871,0,42968832,65536,9292,1634,10,10
245,256863920,1048871,1,43017984,16384,8971,1579,10,10
245,256863920,1048871,2,42508288,4096,7432,1694,10,10
245,256863920,1048871,3,56115712,65536,4513,739,10,10
245,256863920,1048871,4,62403072,65536,4012,660,10,10
245,256863920,1048871,5,143680512,4096,3827,881,10,10
246,257912791,1047837,0,42968832,65536,9292,1634,10,10
246,257912791,1047837,1,43017984,16384,8971,1579,10,10
246,257912791,1047837,2,42508288,4096,7432,1694,10,10
246,257912791,1047837,3,56115712,65536,4513,739,10,10
246,257912791,1047837,4,62403072,65536,4012,660,10,10
246,257912791,1047837,5,143680512,4096,3827,881,10,10
247,258960628,1048833,0,42968832,65536,9292,1634,10,10
247,258960628,1048833,1,43017984,16384,8971,1579,10,10
247,258960628,1048833,2,42508288,4096,7432,1694,10,10
247,258960628,1048833,3,56115712,65536,4513,739,10,10
247,258960628,1048833,4,62403072,65536,4012,660,10,10
247,258960628,1048833,5,143680512,4096,3827,881,10,10
248,260009461,1049560,0,42968832,65536,9292,1634,10,10
248,260009461,1049560,1,43017984,16384,8971,1579,10,10
248,260009461,1049560,2,42508288,4096,7432,1694,10,10
248,260009461,1049560,3,56115712,65536,4513,739,10,10
248,260009461,1049560,4,62403072,65536,4012,660,10,10
248,260009461,1049560,5,143680512,4096,3827,881,10,10
249,261059021,1055955,0,42968832,65536,9292,1634,10,10
249,261059021,1055955,1,43017984,16384,8971,1579,10,10
249,261059021,1055955,2,42508288,4096,7432,1694,10,10
249,261059021,1055955,3,56115712,65536,4513,739,10,10
249,261059021,1055955,4,62403072,65536,4012,660,10,10
249,261059021,1055955,5,143680512,4096,3827,881,10,10
250,262114976,1060224,0,13641728,16384,7194,1222,9,9
250,262114976,1060224,1,16797952,4096,5067,1151,9,9
250,262114976,1060224,2,1048320,65536,4869,843,9,9
250,262114976,1060224,3,1540096,65536,4779,829,9,9
250,262114976,1060224,4,3080960,65536,3850,616,9,9
250,262114976,1060224,5,4129792,65536,3570,616,9,9
250,262114976,1060224,6,2097920,16384,3515,605,9,9
251,263175200,1050600,0,42968832,65536,9292,1634,10,10
251,263175200,1050600,1,43017984,16384,8971,1579,10,10
251,263175200,1050600,2,42508288,4096,7432,1694,10,10
251,263175200,1050600,3,56115712,65536,4513,739,10,10
251,263175200,1050600,4,62403072,65536,4012,660,10,10
251,263175200,1050600,5,143680512,4096,3827,881,10,10
252,264225800,1049842,0,40937216,16384,3475,607,6,6
252,264225800,1049842,1,48260352,16384,2363,411,6,6
252,264225800,1049842,2,46669568,65536,2175,379,6,6
252,264225800,1049842,3,46694144,16384,1815,319,6,6
252,264225800,1049842,4,118538752,16384,1571,273,6,6
252,264225800,1049842,5,117424640,65536,1412,244,6,6
252,264225800,1049842,6,47719680,65536,1258,200,6,6
253,265275642,1043240,0,40937216,16384,3475,607,6,6
253,265275642,1043240,1,48260352,16384,2363,411,6,6
253,265275642,1043240,2,46669568,65536,2175,379,6,6
253,265275642,1043240,3,46694144,16384,1815,319,6,6
253,265275642,1043240,4,118538752,16384,1571,273,6,6
253,265275642,1043240,5,117424640,65536,1412,244,6,6
253,265275642,1043240,6,47719680,65536,1258,200,6,6
254,266318882,1049739,0,42968832,65536,9292,1634,10,10
254,266318882,1049739,1,43017984,16384,8971,1579,10,10
254,266318882,1049739,2,42508288,4096,7432,1694,10,10
254,266318882,1049739,3,56115712,65536,4513,739,10,10
254,266318882,1049739,4,62403072,65536,4012,660,10,10
254,266318882,1049739,5,143680512,4096,3827,881,10,10
255,267368621,1046053,0,42968832,65536,9292,1634,10,10
255,267368621,1046053,1,43017984,16384,8971,1579,10,10
255,267368621,1046053,2,42508288,4096,7432,1694,10,10
255,267368621,1046053,3,56115712,65536,4513,739,10,10
255,267368621,1046053,4,62403072,65536,4012,660,10,10
255,267368621,1046053,5,143680512,4096,3827,881,10,10
256,268414674,1050105,0,42968832,65536,9292,1634,10,10
256,268414674,1050105,1,43017984,16384,8971,1579,10,10
256,268414674,1050105,2,42508288,4096,7432,1694,10,10
256,268414674,1050105,3,56115712,65536,4513,739,10,10
256,268414674,1050105,4,62403072,65536,4012,660,10,10
256,268414674,1050105,5,143680512,4096,3827,881,10,10
257,269464779,1048165,0,42968832,65536,9292,1634,10,10
257,269464779,1048165,1,43017984,16384,8971,1579,10,10
257,269464779,1048165,2,42508288,4096,7432,1694,10,10
257,269464779,1048165,3,56115712,65536,4513,739,10,10
257,269464779,1048165,4,62403072,65536,4012,660,10,10
257,269464779,1048165,5,143680512,4096,3827,881,10,10
258,270512944,1050707,0,42968832,65536,9292,1634,10,10
258,270512944,1050707,1,43017984,16384,8971,1579,10,10
258,270512944,1050707,2,42508288,4096,7432,1694,10,10
258,270512944,1050707,3,56115712,65536,4513,739,10,10
258,270512944,1050707,4,62403072,65536,4012,660,10,10
258,270512944,1050707,5,143680512,4096,3827,881,10,10
259,271563651,1048845,0,13641728,16384,7194,1222,9,9
259,271563651,1048845,1,16797952,4096,5067,1151,9,9
259,271563651,1048845,2,1048320,65536,4869,843,9,9
259,271563651,1048845,3,1540096,65536,4779,829,9,9
259,271563651,1048845,4,3080960,65536,3850,616,9,9
259,271563651,1048845,5,4129792,65536,3570,616,9,9
259,271563651,1048845,6,2097920,16384,3515,605,9,9
260,272612496,1050255,0,13641728,16384,7194,1222,9,9
260,272612496,1050255,1,16797952,4096,5067,1151,9,9
260,272612496,1050255,2,1048320,65536,4869,843,9,9
260,272612496,1050255,3,1540096,65536,4779,829,9,9
260,272612496,1050255,4,3080960,65536,3850,616,9,9
260,272612496,1050255,5,4129792,65536,3570,616,9,9
260,272612496,1050255,6,2097920,16384,3515,605,9,9
261,273662751,1047331,0,42968832,65536,9292,1634,10,10
261,273662751,1047331,1,43017984,16384,8971,1579,10,10
261,273662751,1047331,2,42508288,4096,7432,1694,10,10
261,273662751,1047331,3,56115712,65536,4513,739,10,10
261,273662751,1047331,4,62403072,65536,4012,660,10,10
261,273662751,1047331,5,143680512,4096,3827,881,10,10
262,274710082,1048091,0,42968832,65536,9292,1634,10,10
262,274710082,1048091,1,43017984,16384,8971,1579,10,10
262,274710082,1048091,2,42508288,4096,7432,1694,10,10
262,274710082,1048091,3,56115712,65536,4513,739,10,10
262,274710082,1048091,4,62403072,65536,4012,660,10,10
262,274710082,1048091,5,143680512,4096,3827,881,10,10
263,275758173,1044947,0,42968832,65536,9292,1634,10,10
263,275758173,1044947,1,43017984,16384,8971,1579,10,10
263,275758173,1044947,2,42508288,4096,7432,1694,10,10
263,275758173,1044947,3,56115712,65536,4513,739,10,10
263,275758173,1044947,4,62403072,65536,4012,660,10,10
263,275758173,1044947,5,143680512,4096,3827,881,10,10
264,276803120,1051271,0,40937216,16384,3475,607,6,6
264,276803120,1051271,1,48260352,16384,2363,411,6,6
264,276803120,1051271,2,46669568,65536,2175,379,6,6
264,276803120,1051271,3,46694144,16384,1815,319,6,6
264,276803120,1051271,4,118538752,16384,1571,273,6,6
264,276803120,1051271,5,117424640,65536,1412,244,6,6
264,276803120,1051271,6,47719680,65536,1258,200,6,6
265,277854391,1046147,0,13641728,16384,7194,1222,9,9
265,277854391,1046147,1,16797952,4096,5067,1151,9,9
265,277854391,1046147,2,1048320,65536,4869,843,9,9
265,277854391,1046147,3,1540096,65536,4779,829,9,9
265,277854391,1046147,4,3080960,65536,3850,616,9,9
265,277854391,1046147,5,4129792,65536,3570,616,9,9
265,277854391,1046147,6,2097920,16384,3515,605,9,9
266,278900538,1050154,0,13641728,16384,7194,1222,9,9
266,278900538,1050154,1,16797952,4096,5067,1151,9,9
266,278900538,1050154,2,1048320,65536,4869,843,9,9
