recipient_group,source_group,donor_windows,donor_window_count,donor_bytes,phrase_score,signature_hits,overlap_windows,screen_score,donor_estimate_low,donor_estimate_expected,donor_estimate_high,evidence,recipient_start,recipient_length,recipient_class,source_start,source_class,source_reuse_candidates,estimated_plan_bytes_amortized,donor_estimate_net,scr2_macro_hits,scr2_raw_saving_bytes,scr2_cross_boundary_hits,scr2_top_macros,scr2_raw_reduction_pct,scr2_entropy_estimate,mini11_oracle_high,mini11_expected_net,combined_expected_net,confidence,validation,rank
328,322,338187264:16384,1,16384,44,8,24,46981.656366,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,343975157,1042296,mixed,337672152,mixed,21,7.857142857142857,122.2008713473787,2300,25603,1,M1:7360;M7:3168;M6:2070;M2:1862;M12:1540,2.4564039389962162,0.0,0.0,0.0,122.2008713473787,low,exact_warm_prefix_required,2242
202,98,102809600:4096,1,4096,41,7,24,43774.461548,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,211774324,1049489,mixed,102809583,mixed,21,7.857142857142857,122.2008713473787,2605,25541,1,M1:4669;M2:2632;M7:2310;M3:2156;M6:1800,2.4336605719545417,0.0,0.0,0.0,122.2008713473787,low,exact_warm_prefix_required,2243
190,98,102809600:4096,1,4096,38,8,24,40829.9674,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,199197219,1048394,mixed,102809583,mixed,21,7.857142857142857,122.2008713473787,2437,22876,0,M1:3910;M5:2214;M2:2128;M10:1998;M11:1734,2.1820040938807357,0.0,0.0,0.0,122.2008713473787,low,exact_warm_prefix_required,2244
352,98,102809600:4096,1,4096,27,5,24,29191.840074,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,369102383,1039028,mixed,102809583,mixed,21,7.857142857142857,122.2008713473787,2201,21294,1,M1:4462;M2:2268;M6:1476;M10:1386;M9:1210,2.049415415176492,0.0,0.0,0.0,122.2008713473787,low,exact_warm_prefix_required,2245
401,168,176164096:1024,1,1024,53,11,24,56586.593666,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,420399589,1048979,mixed,176163948,mixed,20,7.9,122.15801420452155,4269,46643,1,M1:11569;M24:5918;M14:3619;M11:3492;M9:3256,4.4465141818854335,0.0,0.0,0.0,122.15801420452155,low,exact_warm_prefix_required,2246
254,251,263175424:1024,1,1024,23,5,24,25087.249066,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,266318882,1049739,mixed,263175200,mixed,20,7.9,122.15801420452155,2819,23112,1,M1:3289;M10:2844;M4:2484;M11:1854;M28:1400,2.2016901344048376,0.0,0.0,0.0,122.15801420452155,low,exact_warm_prefix_required,2247
222,54,57165568:65536,1,65536,21,3,24,22783.609636,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,232720769,1047311,mixed,56673889,mixed,20,7.9,122.15801420452155,2316,22770,1,M1:4692;M7:2442;M11:1548;M2:1540;M6:1440,2.174139295777472,0.0,0.0,0.0,122.15801420452155,low,exact_warm_prefix_required,2248
349,251,263175424:1024,1,1024,26,6,24,28290.370662,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,365963912,1044354,mixed,263175200,mixed,20,7.9,122.15801420452155,2176,21506,1,M1:4623;M2:1918;M11:1692;M6:1476;M12:1298,2.0592634298331793,0.0,0.0,0.0,122.15801420452155,low,exact_warm_prefix_required,2249
326,54,56674048:65536,1,65536,24,4,24,25983.609636,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,341876811,1050510,mixed,56673889,mixed,20,7.9,122.15801420452155,2300,21472,1,M1:3979;M2:1834;M9:1353;M6:1308;M11:1188,2.0439596005749587,0.0,0.0,0.0,122.15801420452155,low,exact_warm_prefix_required,2250
102,48,50375168:256,1,256,1,1,25,2080.876855,0.0,132.73990490030187,1327.3990490030185,uncalibrated_source_proxy,107006226,1047887,url,50375116,url,5,10.6,122.13990490030187,2577,24742,1,M1:4554;M10:2970;M11:1650;M12:1628;M2:1526,2.3611324503500857,0.0,2.825781068323541,0.0,122.13990490030187,low,exact_warm_prefix_required,2251
322,212,223231744:65536,1,65536,42,6,24,44673.463127,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,337672152,1046807,mixed,222249292,mixed,19,7.947368421052632,122.11064578346893,2541,26398,1,M1:5198;M3:2178;M2:2156;M12:2112;M6:1908,2.5217638017323156,0.0,0.0,0.0,122.11064578346893,low,exact_warm_prefix_required,2252
277,103,109043456:65536,1,65536,104,16,24,109441.0781,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,290456928,1049059,url,108054113,url,19,7.947368421052632,122.11064578346893,2684,23045,1,M5:2598;M3:2090;M1:2024;M11:1734;M6:1080,2.1967305937988235,0.0,2.8289415383094036,0.0,122.11064578346893,low,exact_warm_prefix_required,2253
298,212,223231744:65536,1,65536,96,14,24,100999.886185,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,312501489,1050336,mixed,222249292,mixed,19,7.947368421052632,122.11064578346893,1978,19517,1,M3:2596;M1:2484;M2:1862;M9:1485;M7:1386,1.8581672912287115,0.0,0.0,0.0,122.11064578346893,low,exact_warm_prefix_required,2254
275,212,223231744:65536,1,65536,42,6,24,44712.196636,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,288355507,1053024,mixed,222249292,mixed,19,7.947368421052632,122.11064578346893,1783,16157,1,M3:1958;M1:1610;M2:1498;M9:1045;M10:990,1.5343429969307443,0.0,0.0,0.0,122.11064578346893,low,exact_warm_prefix_required,2255
314,174,182438400:65536,1,65536,45,7,24,47877.083835,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,329292599,1047152,list,182438310,list,19,7.947368421052632,122.11064578346893,1520,15641,0,M1:3427;M2:1764;M6:1158;M7:1122;M3:1100,1.493670450899201,0.0,8.922764971061422,0.0,122.11064578346893,low,exact_warm_prefix_required,2256
419,174,182438400:65536,1,65536,21,3,24,22789.083835,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,439285172,1045813,list,182438310,list,19,7.947368421052632,122.11064578346893,1681,15118,1,M1:1932;M11:1194;M3:1100;M24:968;M47:830,1.4455739219152945,0.0,8.911355374081948,0.0,122.11064578346893,low,exact_warm_prefix_required,2257
447,257,270447360:65536,1,65536,108,18,24,113917.573808,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,468659769,1048306,mixed,269464779,mixed,18,8.0,122.05801420452156,5260,66130,0,M13:14280;M3:9614;M7:9592;M20:4250;M14:3685,6.308272584531616,0.0,0.0,0.0,122.05801420452156,low,exact_warm_prefix_required,2258
111,31,33055744:1024,1,1024,3,1,24,4098.302519,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,116446163,1044254,url,32531029,url,18,8.0,122.05801420452156,4155,36669,1,M1:6095;M10:4248;M5:4032;M11:3744;M7:2574,3.5115019908949354,0.0,2.8159841506967176,0.0,122.05801420452156,low,exact_warm_prefix_required,2259
368,361,378494464:16384,1,16384,51,9,24,54274.484261,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,385815352,1048175,mixed,378494437,mixed,18,8.0,122.05801420452156,3474,29618,1,M1:5359;M22:3294;M26:3282;M2:1610;M6:1422,2.825673193884609,0.0,0.0,0.0,122.05801420452156,low,exact_warm_prefix_required,2260
353,327,343909376:65536,1,65536,63,9,24,66563.030023,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,370141411,1044038,mixed,342927321,mixed,18,8.0,122.05801420452156,2708,26135,1,M1:5129;M2:2898;M10:1908;M6:1746;M3:1716,2.503261375543802,0.0,0.0,0.0,122.05801420452156,low,exact_warm_prefix_required,2261
287,283,296765440:65536,1,65536,24,4,24,25981.698144,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,300957943,1050959,url,296765347,url,18,8.0,122.05801420452156,2450,22057,1,M1:3772;M10:2112;M5:1878;M2:1638;M11:1452,2.098749808508229,0.0,2.834065167126074,0.0,122.05801420452156,low,exact_warm_prefix_required,2262
418,361,378494464:16384,1,16384,66,12,24,70018.484261,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,438220351,1064821,mixed,378494437,mixed,18,8.0,122.05801420452156,2674,21996,1,M28:2636;M1:2438;M3:1870;M2:1400;M65:1220,2.0656993053292525,0.0,0.0,0.0,122.05801420452156,low,exact_warm_prefix_required,2263
385,361,378494464:16384,1,16384,28,6,24,30338.484261,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,403640913,1059406,mixed,378494437,mixed,18,8.0,122.05801420452156,2185,20929,1,M1:3611;M10:1854;M12:1804;M11:1536;M3:1342,1.9755410107173266,0.0,0.0,0.0,122.05801420452156,low,exact_warm_prefix_required,2264
431,217,228518144:16384,1,16384,92,16,24,97299.164673,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,451888469,1048228,prose,227488419,prose,17,8.058823529411764,121.99919067510979,5655,77086,0,M13:14450;M7:11110;M43:7238;M3:6204;M14:5764,7.353934449375518,0.0,5.938156509460862,0.0,121.99919067510979,low,exact_warm_prefix_required,2265
430,217,228518144:16384,1,16384,121,25,24,128114.701829,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,450839473,1048996,prose,227488419,prose,17,8.058823529411764,121.99919067510979,5276,61623,0,M7:9460;M3:8602;M43:6888;M14:5434;M17:4000,5.874474259196413,0.0,5.942507189083297,0.0,121.99919067510979,low,exact_warm_prefix_required,2266
238,77,81780480:65536,1,65536,12,2,24,13440.919676,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,249525609,1048131,mixed,80797080,mixed,17,8.058823529411764,121.99919067510979,2315,21492,1,M1:4715;M2:2184;M10:1734;M11:1596;M6:1392,2.0505070453979513,0.0,0.0,0.0,121.99919067510979,low,exact_warm_prefix_required,2267
85,77,81780480:65536,1,65536,52,10,24,55424.919676,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,89184861,1050339,mixed,80797080,mixed,17,8.058823529411764,121.99919067510979,2110,19970,0,M1:4830;M2:3122;M6:1512;M9:1265;M28:1172,1.9012909165517038,0.0,0.0,0.0,121.99919067510979,low,exact_warm_prefix_required,2268
321,217,228518144:16384,1,16384,48,8,24,51074.143569,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,336621386,1050766,prose,227488419,prose,17,8.058823529411764,121.99919067510979,1668,19437,1,M1:5957;M7:2112;M12:1738;M9:1595;M6:1542,1.849793388823011,0.0,5.952534146025628,0.0,121.99919067510979,low,exact_warm_prefix_required,2269
361,356,374286592:16384,1,16384,72,12,24,76195.431327,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,378494437,1047727,mixed,373254651,mixed,16,8.125,121.93301420452156,3565,33864,1,M1:6831;M7:2706;M2:2352;M9:2046;M6:2022,3.2321396699712808,0.0,0.0,0.0,121.93301420452156,low,exact_warm_prefix_required,2270
372,356,374286592:16384,1,16384,66,12,24,70051.431327,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,390012994,1038573,mixed,373254651,mixed,16,8.125,121.93301420452156,2971,27882,0,M1:5566;M2:2576;M12:1826;M6:1734;M9:1529,2.6846451814171948,0.0,0.0,0.0,121.93301420452156,low,exact_warm_prefix_required,2271
366,353,371169024:16384,1,16384,73,13,24,77316.032685,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,383725790,1040959,mixed,370141411,mixed,16,8.125,121.93301420452156,2837,27078,1,M1:5888;M10:2592;M11:2112;M2:1708;M6:1596,2.601255188725012,0.0,0.0,0.0,121.93301420452156,low,exact_warm_prefix_required,2272
362,353,371169024:16384,1,16384,63,11,24,66823.471392,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,379542164,1044910,mixed,370141411,mixed,16,8.125,121.93301420452156,2135,21352,1,M1:5083;M7:1870;M11:1506;M9:1474;M6:1398,2.043429577666976,0.0,0.0,0.0,121.93301420452156,low,exact_warm_prefix_required,2273
360,326,342910720:16384,1,16384,132,22,24,138883.804568,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,377443478,1050959,mixed,341876811,mixed,15,8.2,121.85801420452155,3962,41970,1,M1:8947;M2:7140;M3:5104;M6:3708;M9:2541,3.9934954646185057,0.0,0.0,0.0,121.85801420452155,low,exact_warm_prefix_required,2274
457,392,411958528:65536,1,65536,181,31,24,190319.278119,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,479152114,1046738,list,410974471,list,15,8.2,121.85801420452155,3152,34189,1,M1:5658;M7:4290;M86:3887;M17:2496;M18:2488,3.266242364373893,0.0,8.91923728386986,0.0,121.85801420452155,low,exact_warm_prefix_required,2275
167,156,163601408:65536,1,65536,42,6,24,44679.793969,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,175111296,1052652,list,163601184,list,15,8.2,121.85801420452155,2655,26498,1,M1:4485;M7:3124;M3:1804;M10:1716;M11:1602,2.5172611651333963,0.0,8.969630380611171,0.0,121.85801420452155,low,exact_warm_prefix_required,2276
251,234,245326848:65536,1,65536,63,9,24,66557.160226,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,263175200,1050600,mixed,245326624,mixed,15,8.2,121.85801420452155,2496,25751,1,M1:4554;M3:2508;M2:2170;M7:1958;M10:1902,2.4510755758614127,0.0,0.0,0.0,121.85801420452155,low,exact_warm_prefix_required,2277
321,309,324561920:1024;324562432:256,2,1280,6,2,24,4097.213946,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,336621386,1050766,prose,324039683,prose,14,8.285714285714286,121.77229991880726,1668,19437,1,M1:5957;M7:2112;M12:1738;M9:1595;M6:1542,1.849793388823011,0.0,5.952534146025628,0.0,121.77229991880726,low,exact_warm_prefix_required,2278
422,172,180343296:65536,1,65536,42,6,24,44679.747869,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,442438432,1051705,list,180343252,list,13,8.384615384615385,121.67339881990617,2786,28694,1,M1:4278;M7:2860;M3:2376;M12:1672;M9:1650,2.7283316139031384,0.0,8.96156100918506,0.0,121.67339881990617,low,exact_warm_prefix_required,2279
213,200,210657280:65536,1,65536,63,9,24,66559.564546,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,223297502,1048685,mixed,209675726,mixed,12,8.5,121.55801420452156,2495,26068,1,M1:5957;M12:3520;M6:1782;M10:1626;M7:1540,2.485779809952464,0.0,0.0,0.0,121.55801420452156,low,exact_warm_prefix_required,2280
406,384,402590464:65536,1,65536,43,9,24,46110.087845,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,425640170,1044607,mixed,402590316,mixed,12,8.5,121.55801420452156,2100,20371,1,M1:5290;M2:2282;M6:1452;M7:1210;M107:1092,1.9501113816009275,0.0,0.0,0.0,121.55801420452156,low,exact_warm_prefix_required,2281
196,97,102253056:65536,1,65536,21,3,24,22794.547219,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,205486793,1041362,mixed,101762496,mixed,12,8.5,121.55801420452156,2105,19563,1,M1:3243;M11:2376;M7:1914;M10:1620;M5:1266,1.8785974521828144,0.0,0.0,0.0,121.55801420452156,low,exact_warm_prefix_required,2282
111,74,77649664:65536,1,65536,60,10,24,63618.302519,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,116446163,1044254,url,77649549,url,11,8.636363636363637,121.42165056815792,4155,36669,1,M1:6095;M10:4248;M5:4032;M11:3744;M7:2574,3.5115019908949354,0.0,2.8159841506967176,0.0,121.42165056815792,low,exact_warm_prefix_required,2283
433,209,219110656:65536,1,65536,79,13,24,83512.523858,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,453985499,1048967,url,219110557,url,9,9.0,121.05801420452156,4537,49970,1,M7:6424;M1:5244;M13:4165;M14:3575;M20:3080,4.763734226148201,0.0,2.8286934468088067,0.0,121.05801420452156,low,exact_warm_prefix_required,2284
403,398,417771520:16384,1,16384,198,34,24,208048.570121,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,422496780,1048698,url,417255805,url,8,9.25,120.80801420452156,8265,89269,0,M1:23828;M7:9416;M9:7865;M24:6754;M6:6312,8.512364856231251,0.0,2.827968048834236,0.0,120.80801420452156,low,exact_warm_prefix_required,2285
94,80,84434176:65536,1,65536,24,4,24,25984.377025,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,98619736,1047395,mixed,83944520,mixed,8,9.25,120.80801420452156,3059,29828,1,M1:5727;M7:2904;M10:2814;M2:1988;M6:1944,2.8478272285050052,0.0,0.0,0.0,120.80801420452156,low,exact_warm_prefix_required,2286
205,196,206462464:65536,1,65536,66,10,24,69762.506985,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,214920002,1050963,mixed,205486793,mixed,8,9.25,120.80801420452156,2813,26809,1,M1:4646;M5:2364;M11:2334;M2:2156;M3:1738,2.5508985568473865,0.0,0.0,0.0,120.80801420452156,low,exact_warm_prefix_required,2287
89,80,84434176:65536,1,65536,42,6,24,44672.377025,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,93379564,1048442,mixed,83944520,mixed,8,9.25,120.80801420452156,1728,19807,1,M1:5290;M2:3626;M6:1764;M3:1628;M9:1573,1.8891841418027893,0.0,0.0,0.0,120.80801420452156,low,exact_warm_prefix_required,2288
389,204,214903552:16384,1,16384,44,10,24,47237.312741,0.0,130.05801420452156,1300.5801420452156,uncalibrated_source_proxy,407838930,1041373,url,213871707,url,7,9.571428571428571,120.48658563309299,3470,32371,1,M1:4485;M2:3164;M11:2922;M3:2860;M10:2718,3.10849234616223,0.0,2.8082151114225975,0.0,120.48658563309299,low,exact_warm_prefix_required,2289
290,271,284671232:16384,1,16384,12,2,30,13650.452494,0.0,145.4092803899717,1454.0928038997172,uncalibrated_source_proxy,304107543,1056502,list,284155763,list,1,25.0,120.40928038997171,1867,17673,1,M1:3427;M2:1498;M5:1476;M11:1284;M10:1242,1.672784339262964,0.0,9.002436167295995,0.0,120.40928038997171,low,exact_warm_prefix_required,2290
363,40,42968832:65536,1,65536,70,12,23,74086.751857,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,380587074,1042556,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,18327,118216,1,M22:49026;M26:48678;M1:5221;M2:1694;M11:1662,11.339055168259547,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2291
424,40,42968832:65536,1,65536,71,11,23,75028.179799,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,444541495,1045024,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,3727,41151,1,M7:4532;M1:3611;M3:3498;M14:3014;M13:2805,3.9378042992314053,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2292
180,40,42508288:4096,1,4096,59,13,23,62946.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,188710030,1048350,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,3129,30603,0,M1:4577;M7:4004;M3:2552;M5:2466;M11:1986,2.9191586779224497,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2293
183,40,42508288:4096,1,4096,41,11,23,44260.118397,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,191852700,1047401,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,4080,30498,1,M40:5394;M1:3404;M28:2944;M10:1794;M2:1526,2.9117787743185275,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2294
205,40,42968832:65536,1,65536,69,11,23,72930.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,214920002,1050963,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2813,26809,1,M1:4646;M5:2364;M11:2334;M2:2156;M3:1738,2.5508985568473865,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2295
353,40,42508288:4096,1,4096,44,12,23,47458.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,370141411,1044038,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2708,26135,1,M1:5129;M2:2898;M10:1908;M6:1746;M3:1716,2.503261375543802,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2296
248,40,42508288:4096,1,4096,46,10,23,49250.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,260009461,1049560,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2378,25926,1,M1:7222;M7:3586;M6:1998;M9:1925;M12:1430,2.470177979343725,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2297
71,40,42508288:4096;42968832:65536,2,69632,57,13,23,45154.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,74505116,1045745,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2596,24620,1,M1:4784;M2:2394;M6:1674;M11:1608;M3:1540,2.3543024351060726,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2298
168,40,42508288:4096,1,4096,59,15,23,63207.485597,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,176163948,1030724,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2125,21110,1,M1:3818;M7:1782;M10:1728;M11:1584;M3:1342,2.0480749453782003,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2299
358,40,42508288:4096,1,4096,45,11,23,48354.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,375344091,1048740,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,1957,20103,0,M1:4508;M12:1738;M7:1540;M6:1368;M9:1254,1.9168716745809258,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2300
196,40,42968832:65536;43017984:16384,2,81920,160,32,23,84834.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,205486793,1041362,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2105,19563,1,M1:3243;M11:2376;M7:1914;M10:1620;M5:1266,1.8785974521828144,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2301
256,40,42508288:4096,1,4096,23,5,23,25058.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,268414674,1050105,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2002,19250,1,M1:3611;M2:1862;M12:1342;M6:1272;M3:1254,1.8331500183315002,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2302
334,40,42508288:4096,1,4096,27,7,23,29410.073786,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,350229990,1047914,mixed,41986401,mixed,205,7.087804878048781,120.23183918643124,2065,18628,1,M1:3772;M11:1812;M2:1596;M10:1296;M6:1128,1.7776267899846743,0.0,0.0,0.0,120.23183918643124,low,exact_warm_prefix_required,2303
280,136,143680512:4096,1,4096,39,9,23,41948.613688,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,293619930,1048338,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,3474,29365,0,M3:3300;M1:2783;M2:2380;M10:2022;M5:1860,2.8011004084560516,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2304
404,136,143680512:4096,1,4096,48,10,23,51303.841892,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,423545478,1042307,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2755,29052,1,M1:6578;M12:2552;M7:2420;M6:2064;M9:1991,2.78727860409649,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2305
372,136,143680512:4096,1,4096,55,11,23,58612.170709,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,390012994,1038573,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2971,27882,0,M1:5566;M2:2576;M12:1826;M6:1734;M9:1529,2.6846451814171948,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2306
237,136,143680512:4096,1,4096,64,14,23,68198.796283,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,248479027,1046582,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2912,27112,0,M1:4278;M2:3458;M3:3102;M6:1944;M9:1837,2.590528023604457,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2307
248,136,143680512:4096,1,4096,56,12,23,59741.867911,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,260009461,1049560,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2378,25926,1,M1:7222;M7:3586;M6:1998;M9:1925;M12:1430,2.470177979343725,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2308
258,136,143680512:4096,1,4096,28,6,23,30299.148884,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,270512944,1050707,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2449,24391,1,M1:5129;M2:1778;M10:1674;M6:1650;M12:1650,2.3213893121488676,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2309
243,136,143680512:4096,1,4096,27,7,23,29406.193006,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,254771951,1044928,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2236,21752,1,M1:5014;M2:2352;M6:1488;M5:1260;M9:1254,2.081674526857353,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2310
215,136,143680512:4096,1,4096,49,13,23,52699.428449,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,225393301,1048718,mixed,142635942,mixed,121,7.148760330578512,120.17088373390152,2113,20445,0,M1:4370;M10:1848;M11:1848;M2:1708;M6:1344,1.9495231320526585,0.0,0.0,0.0,120.17088373390152,low,exact_warm_prefix_required,2311
510,16,16797952:4096,1,4096,281,67,23,297200.569196,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,534703985,1048494,list,16797859,list,106,7.169811320754717,120.14983274372531,7808,108234,1,M7:28644;M39:20982;M1:19826;M6:10362;M9:8129,10.322805852966255,0.0,8.934200130991561,0.0,120.14983274372531,low,exact_warm_prefix_required,2312
115,16,16797952:4096;16797952:16384,2,20480,346,74,23,237800.220845,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,120628164,1047845,list,16797859,list,106,7.169811320754717,120.14983274372531,5880,74796,0,M7:19030;M1:17549;M3:9416;M6:7128;M9:4697,7.138078628041361,0.0,8.928670012664691,0.0,120.14983274372531,low,exact_warm_prefix_required,2313
26,2,2097920:16384;3080960:65536,2,81920,67,13,23,58641.426069,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,27289725,1049665,list,2097908,list,106,7.169811320754717,120.14983274372531,3040,32129,0,M1:5980;M7:4290;M3:2420;M6:2184;M9:2013,3.0608813288049044,0.0,8.94417820273388,0.0,120.14983274372531,low,exact_warm_prefix_required,2314
152,16,16797952:4096,1,4096,61,15,23,65244.851215,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,159408987,1048203,list,16797859,list,106,7.169811320754717,120.14983274372531,3443,31930,1,M1:5589;M37:4236;M12:2926;M47:2070;M15:1773,3.0461656759234614,0.0,8.931720524777202,0.0,120.14983274372531,low,exact_warm_prefix_required,2315
153,16,16797952:4096,1,4096,51,11,23,54492.851215,0.0,127.31964406448003,1273.1964406448003,uncalibrated_source_proxy,160457190,1049443,list,16797859,list,106,7.169811320754717,120.14983274372531,3278,30013,1,M37:6000;M1:4876;M12:2354;M7:1826;M6:1518,2.8598980602090824,0.0,8.942286544384782,0.0,120.14983274372531,low,exact_warm_prefix_required,2316
