source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
158,404,165692357,423545478,256804467,22,32680,32130,0.0006847183317771553,0,list,mixed
159,404,166741011,423545478,255752828,20,32670,32130,0.0006224712107065049,0,list,mixed
160,404,167792650,423545478,254706641,16,32548,32130,0.0004979769685652039,0,list,mixed
161,404,168838837,423545478,253662766,23,32549,32130,0.0007158418923124806,0,list,mixed
162,404,169882712,423545478,252614691,19,32680,32130,0.0005913476501711796,0,list,mixed
163,404,170930787,423545478,251569832,27,32582,32130,0.0008403361344537816,0,list,mixed
164,404,171975646,423545478,250520302,20,32484,32130,0.0006224712107065049,1,mixed,mixed
165,404,173025176,423545478,249471654,26,32696,32130,0.0008092125739184563,0,list,mixed
166,404,174073824,423545478,248434182,25,32339,32130,0.000778089013383131,0,list,mixed
167,404,175111296,423545478,247381530,19,32823,32130,0.0005913476501711796,0,list,mixed
168,404,176163948,423545478,246350806,16,32146,32130,0.0004979769685652039,1,mixed,mixed
169,404,177194672,423545478,245301728,21,32706,32130,0.00065359477124183,0,list,mixed
170,404,178243750,423545478,244249550,21,32802,32130,0.00065359477124183,0,list,mixed
171,404,179295928,423545478,243202226,18,32490,32130,0.0005602240896358543,0,list,mixed
172,404,180343252,423545478,242159405,23,32510,32130,0.0007158418923124806,0,list,mixed
173,404,181386073,423545478,241107168,24,32811,32130,0.0007469654528478057,0,list,mixed
174,404,182438310,423545478,240058748,44,32385,32130,0.0013694366635543106,0,list,mixed
175,404,183486730,423545478,239012689,22,32567,32130,0.0006847183317771553,0,list,mixed
176,404,184532789,423545478,237970142,21,32513,32130,0.00065359477124183,0,list,mixed
177,404,185575336,423545478,236924379,25,32607,32130,0.000778089013383131,0,list,mixed
178,404,186621099,423545478,235875152,23,32642,32130,0.0007158418923124806,1,mixed,mixed
179,404,187670326,423545478,234835448,27,31688,32130,0.0008520575612219137,0,list,mixed
180,404,188710030,423545478,233787098,27,32553,32130,0.0008403361344537816,1,mixed,mixed
181,404,189758380,423545478,232738664,25,32642,32130,0.000778089013383131,0,url,mixed
182,404,190806814,423545478,231692778,23,32578,32130,0.0007158418923124806,1,mixed,mixed
183,404,191852700,423545478,230645377,20,32298,32130,0.0006224712107065049,1,mixed,mixed
184,404,192900101,423545478,229597744,26,32611,32130,0.0008092125739184563,0,list,mixed
185,404,193947734,423545478,228545932,20,32804,32130,0.0006224712107065049,0,list,mixed
186,404,194999546,423545478,227494983,16,31938,32130,0.0005009706305967813,0,list,mixed
187,404,196050495,423545478,226449746,22,32561,32130,0.0006847183317771553,0,list,mixed
188,404,197095732,423545478,225397631,22,32767,32130,0.0006847183317771553,1,mixed,mixed
189,404,198147847,423545478,224348259,17,32749,32130,0.0005291005291005291,0,url,mixed
190,404,199197219,423545478,223299865,18,32699,32130,0.0005602240896358543,1,mixed,mixed
191,404,200245613,423545478,222251626,22,32575,32130,0.0006847183317771553,0,url,mixed
192,404,201293852,423545478,221204139,15,32692,32130,0.00046685340802987864,0,url,mixed
193,404,202341339,423545478,220155789,21,32687,32130,0.00065359477124183,1,mixed,mixed
194,404,203389689,423545478,219106813,14,32708,32130,0.00043572984749455336,1,mixed,mixed
195,404,204438665,423545478,218058685,15,32683,32130,0.00046685340802987864,1,mixed,mixed
196,404,205486793,423545478,217017323,19,32498,32130,0.0005913476501711796,1,mixed,mixed
197,404,206528155,423545478,215967601,22,32719,32130,0.0006847183317771553,1,mixed,mixed
198,404,207577877,423545478,214919692,22,32681,32130,0.0006847183317771553,1,mixed,mixed
199,404,208625786,423545478,213869752,24,32653,32130,0.0007469654528478057,1,mixed,mixed
200,404,209675726,423545478,212822466,24,32628,32130,0.0007469654528478057,1,mixed,mixed
201,404,210723012,423545478,211771154,23,32714,32130,0.0007158418923124806,0,list,mixed
202,404,211774324,423545478,210721665,19,32677,32130,0.0005913476501711796,1,mixed,mixed
203,404,212823813,423545478,209673771,18,32695,32130,0.0005602240896358543,1,mixed,mixed
204,404,213871707,423545478,208625476,25,32669,32130,0.000778089013383131,0,url,mixed
205,404,214920002,423545478,207574513,19,32774,32130,0.0005913476501711796,1,mixed,mixed
206,404,215970965,423545478,206529607,26,32444,32130,0.0008092125739184563,0,url,mixed
207,404,217015871,423545478,205482180,22,32659,32130,0.0006847183317771553,0,url,mixed
208,404,218063298,423545478,204434921,24,32632,32130,0.0007469654528478057,1,mixed,mixed
209,404,219110557,423545478,203388864,28,32600,32130,0.0008714596949891067,0,url,mixed
210,404,220156614,423545478,202344185,17,32608,32130,0.0005291005291005291,0,list,mixed
211,404,221201293,423545478,201296186,23,32605,32130,0.0007158418923124806,0,url,mixed
212,404,222249292,423545478,200247976,30,32664,32130,0.0009337068160597573,1,mixed,mixed
213,404,223297502,423545478,199199291,26,32702,32130,0.0008092125739184563,1,mixed,mixed
214,404,224346187,423545478,198152177,25,32623,32130,0.000778089013383131,1,mixed,mixed
215,404,225393301,423545478,197103459,18,32697,32130,0.0005602240896358543,1,mixed,mixed
216,404,226442019,423545478,196057059,30,32597,32130,0.0009337068160597573,1,mixed,mixed
217,404,227488419,423545478,195010822,23,32514,32130,0.0007158418923124806,0,prose,mixed
218,404,228534656,423545478,193961020,21,32673,32130,0.00065359477124183,0,prose,mixed
219,404,229584458,423545478,192917802,24,32499,32130,0.0007469654528478057,1,mixed,mixed
220,404,230627676,423545478,191871783,22,32632,32130,0.0006847183317771553,1,mixed,mixed
221,404,231673695,423545478,190824709,26,32369,32130,0.0008092125739184563,1,mixed,mixed
222,404,232720769,423545478,189777398,23,32652,32130,0.0007158418923124806,1,mixed,mixed
223,404,233768080,423545478,188725506,16,32781,32130,0.0004979769685652039,0,url,mixed
224,404,234819972,423545478,187677664,21,32660,32130,0.00065359477124183,1,mixed,mixed
225,404,235867814,423545478,186626914,21,32780,32130,0.00065359477124183,1,mixed,mixed
226,404,236918564,423545478,185583765,17,32549,32130,0.0005291005291005291,1,mixed,mixed
227,404,237961713,423545478,184537132,19,32655,32130,0.0005913476501711796,0,url,mixed
228,404,239008346,423545478,183480725,15,32947,32130,0.00046685340802987864,0,url,mixed
229,404,240064753,423545478,182428941,15,32769,32130,0.00046685340802987864,0,url,mixed
230,404,241116537,423545478,181373083,17,32850,32130,0.0005291005291005291,1,mixed,mixed
231,404,242172395,423545478,180322504,15,32756,32130,0.00046685340802987864,0,url,mixed
232,404,243222974,423545478,179271404,14,32782,32130,0.00043572984749455336,1,mixed,mixed
233,404,244274074,423545478,178218854,17,32855,32130,0.0005291005291005291,1,mixed,mixed
234,404,245326624,423545478,177169751,21,32735,32130,0.00065359477124183,1,mixed,mixed
235,404,246375727,423545478,176114995,12,32910,32130,0.00037348272642390287,0,url,mixed
236,404,247430483,423545478,175066451,24,32577,32130,0.0007469654528478057,1,mixed,mixed
237,404,248479027,423545478,174019869,20,32177,32130,0.0006224712107065049,1,mixed,mixed
238,404,249525609,423545478,172971738,19,32680,32130,0.0005913476501711796,1,mixed,mixed
239,404,250573740,423545478,171924112,14,32690,32130,0.00043572984749455336,0,url,mixed
240,404,251621366,423545478,170874168,17,32715,32130,0.0005291005291005291,1,mixed,mixed
241,404,252671310,423545478,169827263,23,32581,32130,0.0007158418923124806,1,mixed,mixed
242,404,253718215,423545478,168773527,24,32814,32130,0.0007469654528478057,1,mixed,mixed
243,404,254771951,423545478,167728599,19,32569,32130,0.0005913476501711796,1,mixed,mixed
244,404,255816879,423545478,166681558,30,32372,32130,0.0009337068160597573,1,mixed,mixed
245,404,256863920,423545478,165632687,29,32176,32130,0.000902583255524432,1,mixed,mixed
246,404,257912791,423545478,164584850,30,32235,32130,0.0009337068160597573,1,mixed,mixed
247,404,258960628,423545478,163536017,24,32654,32130,0.0007469654528478057,1,mixed,mixed
248,404,260009461,423545478,162486457,27,32584,32130,0.0008403361344537816,1,mixed,mixed
249,404,261059021,423545478,161430502,19,32860,32130,0.0005913476501711796,1,mixed,mixed
250,404,262114976,423545478,160370278,13,32773,32130,0.00040460628695922814,0,list,mixed
251,404,263175200,423545478,159319678,26,32755,32130,0.0008092125739184563,1,mixed,mixed
252,404,264225800,423545478,158269836,20,32715,32130,0.0006224712107065049,0,url,mixed
253,404,265275642,423545478,157226596,22,32509,32130,0.0006847183317771553,0,url,mixed
254,404,266318882,423545478,156176857,16,32642,32130,0.0004979769685652039,1,mixed,mixed
255,404,267368621,423545478,155130804,20,32630,32130,0.0006224712107065049,1,mixed,mixed
256,404,268414674,423545478,154080699,21,32753,32130,0.00065359477124183,1,mixed,mixed
257,404,269464779,423545478,153032534,23,32663,32130,0.0007158418923124806,1,mixed,mixed
258,404,270512944,423545478,151981827,22,32732,32130,0.0006847183317771553,1,mixed,mixed
259,404,271563651,423545478,150932982,23,32625,32130,0.0007158418923124806,0,list,mixed
260,404,272612496,423545478,149882727,13,32694,32130,0.00040460628695922814,0,list,mixed
261,404,273662751,423545478,148835396,18,32606,32130,0.0005602240896358543,1,mixed,mixed
262,404,274710082,423545478,147787305,26,32516,32130,0.0008092125739184563,1,mixed,mixed
263,404,275758173,423545478,146742358,19,32447,32130,0.0005913476501711796,1,mixed,mixed
264,404,276803120,423545478,145691087,25,32789,32130,0.000778089013383131,0,url,mixed
265,404,277854391,423545478,144644940,20,32607,32130,0.0006224712107065049,0,list,mixed
266,404,278900538,423545478,143594786,7,32488,32130,0.00021786492374727668,0,list,mixed
267,404,279950692,423545478,142540414,9,32725,32130,0.00028011204481792715,0,list,mixed
268,404,281005064,423545478,141488728,7,32587,32130,0.00021786492374727668,0,list,mixed
269,404,282056750,423545478,140438177,7,32696,32130,0.00021786492374727668,0,list,mixed
270,404,283107301,423545478,139389715,13,32711,32130,0.00040460628695922814,0,list,mixed
271,404,284155763,423545478,138342483,18,32522,32130,0.0005602240896358543,0,list,mixed
272,404,285202995,423545478,137295994,16,32482,32130,0.0004979769685652039,0,list,mixed
273,404,286249484,423545478,136245721,18,32684,32130,0.0005602240896358543,1,mixed,mixed
274,404,287299757,423545478,135189971,20,32372,32130,0.0006224712107065049,1,mixed,mixed
275,404,288355507,423545478,134136947,22,30920,32130,0.0007115135834411384,1,mixed,mixed
276,404,289408531,423545478,133088550,24,32336,32130,0.0007469654528478057,1,mixed,mixed
277,404,290456928,423545478,132039491,15,32561,32130,0.00046685340802987864,0,url,mixed
278,404,291505987,423545478,130973348,17,33192,32130,0.0005291005291005291,0,url,mixed
279,404,292572130,423545478,129925548,18,32550,32130,0.0005602240896358543,1,mixed,mixed
280,404,293619930,423545478,128877210,22,32642,32130,0.0006847183317771553,1,mixed,mixed
281,404,294668268,423545478,127828240,24,32637,32130,0.0007469654528478057,0,url,mixed
282,404,295717238,423545478,126780131,17,32038,32130,0.0005306198888819527,1,mixed,mixed
283,404,296765347,423545478,125729874,18,32711,32130,0.0005602240896358543,0,url,mixed
284,404,297815604,423545478,124680966,26,32437,32130,0.0008092125739184563,0,url,mixed
285,404,298864512,423545478,123635104,16,32623,32130,0.0004979769685652039,0,url,mixed
286,404,299910374,423545478,122587535,16,32698,32130,0.0004979769685652039,0,url,mixed
287,404,300957943,423545478,121536576,21,32778,32130,0.00065359477124183,0,url,mixed
288,404,302008902,423545478,120486498,20,32761,32130,0.0006224712107065049,1,mixed,mixed
289,404,303058980,423545478,119437935,15,32652,32130,0.00046685340802987864,1,mixed,mixed
290,404,304107543,423545478,118381433,18,32966,32130,0.0005602240896358543,0,list,mixed
291,404,305164045,423545478,117331861,20,32743,32130,0.0006224712107065049,0,url,mixed
292,404,306213617,423545478,116273776,21,33005,32130,0.00065359477124183,1,mixed,mixed
293,404,307271702,423545478,115230304,17,32552,32130,0.0005291005291005291,1,mixed,mixed
294,404,308315174,423545478,114185233,15,32607,32130,0.00046685340802987864,1,mixed,mixed
295,404,309360245,423545478,113140433,20,32604,32130,0.0006224712107065049,1,mixed,mixed
296,404,310405045,423545478,112092110,17,32648,32130,0.0005291005291005291,1,mixed,mixed
297,404,311453368,423545478,111043989,26,32308,32130,0.0008092125739184563,1,mixed,mixed
298,404,312501489,423545478,109993653,27,32263,32130,0.0008403361344537816,1,mixed,mixed
299,404,313551825,423545478,108944940,24,32711,32130,0.0007469654528478057,1,mixed,mixed
300,404,314600538,423545478,107897668,22,32103,32130,0.0006852942092639317,1,mixed,mixed
301,404,315647810,423545478,106840695,20,32891,32130,0.0006224712107065049,1,mixed,mixed
302,404,316704783,423545478,105792390,18,32692,32130,0.0005602240896358543,1,mixed,mixed
303,404,317753088,423545478,104741782,21,32618,32130,0.00065359477124183,1,mixed,mixed
304,404,318803696,423545478,103692262,21,32607,32130,0.00065359477124183,1,mixed,mixed
305,404,319853216,423545478,102645330,17,32611,32130,0.0005291005291005291,1,mixed,mixed
306,404,320900148,423545478,101596396,18,32713,32130,0.0005602240896358543,0,list,mixed
307,404,321949082,423545478,100547725,16,32702,32130,0.0004979769685652039,0,list,mixed
308,404,322997753,423545478,99505795,21,32402,32130,0.00065359477124183,0,prose,mixed
309,404,324039683,423545478,98460136,24,32555,32130,0.0007469654528478057,0,prose,mixed
310,404,325085342,423545478,97413844,21,32565,32130,0.00065359477124183,1,mixed,mixed
311,404,326131634,423545478,96363787,23,32725,32130,0.0007158418923124806,0,prose,mixed
312,404,327181691,423545478,95316124,19,32612,32130,0.0005913476501711796,1,mixed,mixed
313,404,328229354,423545478,94252879,19,33108,32130,0.0005913476501711796,0,prose,mixed
314,404,329292599,423545478,93205727,20,32632,32130,0.0006224712107065049,0,list,mixed
315,404,330339751,423545478,92157462,17,32507,32130,0.0005291005291005291,1,mixed,mixed
316,404,331388016,423545478,91104739,25,32775,32130,0.000778089013383131,0,prose,mixed
317,404,332440739,423545478,90064768,24,32323,32130,0.0007469654528478057,1,mixed,mixed
318,404,333480710,423545478,89015613,17,32681,32130,0.0005291005291005291,1,mixed,mixed
319,404,334529865,423545478,87967659,27,32632,32130,0.0008403361344537816,1,mixed,mixed
320,404,335577819,423545478,86924092,24,32483,32130,0.0007469654528478057,1,mixed,mixed
321,404,336621386,423545478,85873326,28,32762,32130,0.0008714596949891067,0,prose,mixed
322,404,337672152,423545478,84826519,29,32544,32130,0.000902583255524432,1,mixed,mixed
323,404,338718959,423545478,83782024,16,31956,32130,0.0005006884466140943,1,mixed,mixed
324,404,339763454,423545478,82736991,19,32179,32130,0.0005913476501711796,1,mixed,mixed
325,404,340808487,423545478,81668667,20,33097,32130,0.0006224712107065049,1,mixed,mixed
326,404,341876811,423545478,80618157,16,32744,32130,0.0004979769685652039,1,mixed,mixed
327,404,342927321,423545478,79570321,23,32540,32130,0.0007158418923124806,1,mixed,mixed
328,404,343975157,423545478,78528025,22,32360,32130,0.0006847183317771553,1,mixed,mixed
329,404,345017453,423545478,77479825,19,32568,32130,0.0005913476501711796,0,list,mixed
330,404,346065653,423545478,76461505,12,31591,32130,0.0003798550219999367,1,mixed,mixed
331,404,347083973,423545478,75412280,17,32686,32130,0.0005291005291005291,1,mixed,mixed
332,404,348133198,423545478,74367480,23,32590,32130,0.0007158418923124806,1,mixed,mixed
333,404,349177998,423545478,73315488,17,32776,32130,0.0005291005291005291,0,list,mixed
334,404,350229990,423545478,72267574,20,32579,32130,0.0006224712107065049,1,mixed,mixed
335,404,351277904,423545478,71219275,27,32501,32130,0.0008403361344537816,1,mixed,mixed
336,404,352326203,423545478,70162190,20,32970,32130,0.0006224712107065049,1,mixed,mixed
337,404,353383288,423545478,69120591,12,32489,32130,0.00037348272642390287,0,url,mixed
338,404,354424887,423545478,68059384,15,33102,32130,0.00046685340802987864,1,mixed,mixed
339,404,355486094,423545478,67010507,19,32693,32130,0.0005913476501711796,0,url,mixed
340,404,356534971,423545478,65961239,17,32724,32130,0.0005291005291005291,1,mixed,mixed
341,404,357584239,423545478,64916901,18,32595,32130,0.0005602240896358543,1,mixed,mixed
342,404,358628577,423545478,63867056,11,32715,32130,0.00034235916588857765,0,url,mixed
343,404,359678422,423545478,62812455,13,32889,32130,0.00040460628695922814,1,mixed,mixed
344,404,360733023,423545478,61764348,17,32698,32130,0.0005291005291005291,1,mixed,mixed
345,404,361781130,423545478,60725744,14,32370,32130,0.00043572984749455336,0,list,mixed
346,404,362819734,423545478,59678059,24,32377,32130,0.0007469654528478057,1,mixed,mixed
347,404,363867419,423545478,58631265,18,32527,32130,0.0005602240896358543,1,mixed,mixed
348,404,364914213,423545478,57581566,22,32634,32130,0.0006847183317771553,1,mixed,mixed
349,404,365963912,423545478,56537212,23,32504,32130,0.0007158418923124806,1,mixed,mixed
350,404,367008266,423545478,55491578,21,32564,32130,0.00065359477124183,1,mixed,mixed
351,404,368053900,423545478,54443095,23,32646,32130,0.0007158418923124806,1,mixed,mixed
352,404,369102383,423545478,53404067,21,32265,32130,0.00065359477124183,1,mixed,mixed
353,404,370141411,423545478,52360029,25,32475,32130,0.000778089013383131,1,mixed,mixed
354,404,371185449,423545478,51331168,27,32078,32130,0.0008416983602468982,0,url,mixed
355,404,372214310,423545478,50290827,17,32333,32130,0.0005291005291005291,0,url,mixed
356,404,373254651,423545478,49242486,17,31111,32130,0.0005464305229661534,1,mixed,mixed
357,404,374302992,423545478,48201387,17,32327,32130,0.0005291005291005291,0,list,mixed
358,404,375344091,423545478,47152647,21,32706,32130,0.00065359477124183,1,mixed,mixed
359,404,376392831,423545478,46102000,20,32740,32130,0.0006224712107065049,1,mixed,mixed
360,404,377443478,423545478,45051041,36,32441,32130,0.0011204481792717086,1,mixed,mixed
361,404,378494437,423545478,44003314,26,32499,32130,0.0008092125739184563,1,mixed,mixed
362,404,379542164,423545478,42958404,19,32281,32130,0.0005913476501711796,1,mixed,mixed
363,404,380587074,423545478,41915848,27,32179,32130,0.0008403361344537816,1,mixed,mixed
364,404,381629630,423545478,40865943,22,32711,32130,0.0006847183317771553,0,url,mixed
365,404,382679535,423545478,39819688,19,32556,32130,0.0005913476501711796,0,url,mixed
366,404,383725790,423545478,38778729,26,32431,32130,0.0008092125739184563,1,mixed,mixed
367,404,384766749,423545478,37730126,25,32577,32130,0.000778089013383131,0,list,mixed
368,404,385815352,423545478,36681951,18,32602,32130,0.0005602240896358543,1,mixed,mixed
369,404,386863527,423545478,35636663,22,32345,32130,0.0006847183317771553,1,mixed,mixed
370,404,387908815,423545478,34587121,19,32540,32130,0.0005913476501711796,1,mixed,mixed
371,404,388958357,423545478,33532484,31,32822,32130,0.0009648303765950824,0,list,mixed
372,404,390012994,423545478,32493911,22,31586,32130,0.0006965111125182043,1,mixed,mixed
373,404,391051567,423545478,31443504,19,32690,32130,0.0005913476501711796,0,url,mixed
374,404,392101974,423545478,30393464,17,32694,32130,0.0005291005291005291,0,list,mixed
375,404,393152014,423545478,29342436,34,32689,32130,0.0010582010582010583,0,list,mixed
376,404,394203042,423545478,28294432,19,32678,32130,0.0005913476501711796,0,list,mixed
377,404,395251046,423545478,27247572,24,32619,32130,0.0007469654528478057,0,url,mixed
378,404,396297906,423545478,26199945,17,32618,32130,0.0005291005291005291,0,url,mixed
379,404,397345533,423545478,25150575,21,32595,32130,0.00065359477124183,0,list,mixed
380,404,398394903,423545478,24098618,20,32508,32130,0.0006224712107065049,0,list,mixed
381,404,399446860,423545478,23050457,14,32446,32130,0.00043572984749455336,0,list,mixed
382,404,400495021,423545478,22003154,24,32528,32130,0.0007469654528478057,1,mixed,mixed
383,404,401542324,423545478,20955162,21,32681,32130,0.00065359477124183,1,mixed,mixed
384,404,402590316,423545478,19904565,28,32692,32130,0.0008714596949891067,1,mixed,mixed
385,404,403640913,423545478,18845159,22,32974,32130,0.0006847183317771553,1,mixed,mixed
386,404,404700319,423545478,17804062,16,32368,32130,0.0004979769685652039,1,mixed,mixed
387,404,405741416,423545478,16755370,24,32532,32130,0.0007469654528478057,1,mixed,mixed
388,404,406790108,423545478,15706548,21,32201,32130,0.00065359477124183,1,mixed,mixed
389,404,407838930,423545478,14665175,23,32375,32130,0.0007158418923124806,0,url,mixed
390,404,408880303,423545478,13621885,20,32249,32130,0.0006224712107065049,1,mixed,mixed
391,404,409923593,423545478,12571007,17,32391,32130,0.0005291005291005291,1,mixed,mixed
392,404,410974471,423545478,11521400,19,32433,32130,0.0005913476501711796,0,list,mixed
393,404,412024078,423545478,10474972,21,31900,32130,0.000658307210031348,0,list,mixed
394,404,413070506,423545478,9425299,25,32295,32130,0.000778089013383131,1,mixed,mixed
395,404,414120179,423545478,8377883,15,32489,32130,0.00046685340802987864,0,list,mixed
396,404,415167595,423545478,7329359,24,32572,32130,0.0007469654528478057,0,list,mixed
397,404,416216119,423545478,6289673,18,32175,32130,0.0005602240896358543,0,url,mixed
398,404,417255805,423545478,5241629,15,31848,32130,0.00047098718914845517,0,url,mixed
399,404,418303849,423545478,4193901,13,32379,32130,0.00040460628695922814,0,url,mixed
400,404,419351577,423545478,3145889,29,30918,32130,0.0009379649395174333,0,url,mixed
401,404,420399589,423545478,2096910,29,32266,32130,0.000902583255524432,1,mixed,mixed
402,404,421448568,423545478,1048698,27,31746,32130,0.0008505008505008505,0,url,mixed
403,404,422496780,423545478,0,48,30590,32130,0.0015691402419091207,0,url,mixed
0,405,0,424587785,423539566,16,25701,32565,0.0006225438698883312,0,list,mixed
1,405,1048219,424587785,422489877,12,29893,32565,0.0004014317733248587,0,list,mixed
2,405,2097908,424587785,421441117,17,30366,32565,0.0005598366594217216,0,list,mixed
3,405,3146668,424587785,420392271,12,32164,32565,0.000373087924387514,0,list,mixed
4,405,4195514,424587785,419344310,17,31507,32565,0.0005395626368743454,1,mixed,mixed
5,405,5243475,424587785,418295985,21,28307,32565,0.0007418659695481683,1,mixed,mixed
6,405,6291800,424587785,417245430,26,30984,32565,0.000839142783372063,0,list,mixed
7,405,7342355,424587785,416195250,17,32458,32565,0.0005237537741080782,0,list,mixed
8,405,8392535,424587785,415140525,20,32538,32565,0.0006146659290675518,0,list,mixed
9,405,9447260,424587785,414093747,20,32499,32565,0.0006154035508784886,1,mixed,mixed
10,405,10494038,424587785,413044731,24,32588,32565,0.0007369875633348687,0,list,mixed
11,405,11543054,424587785,411996765,14,32645,32565,0.0004299094119453401,0,list,mixed
12,405,12591020,424587785,410946183,14,32471,32565,0.0004311539527578455,0,list,mixed
13,405,13641602,424587785,409888570,16,32973,32565,0.0004913250422232458,0,list,mixed
14,405,14699215,424587785,408838295,14,32645,32565,0.0004299094119453401,0,list,mixed
15,405,15749490,424587785,407789926,17,32371,32565,0.0005251614099039263,0,list,mixed
16,405,16797859,424587785,406743137,15,32631,32565,0.00046061722708429296,0,list,mixed
17,405,17844648,424587785,405692114,10,32764,32565,0.00030707815138952864,0,list,mixed
18,405,18895671,424587785,404644390,19,32683,32565,0.0005834484876401044,0,list,mixed
19,405,19943395,424587785,403596911,17,32642,32565,0.0005220328573621987,0,list,mixed
20,405,20990874,424587785,402547994,14,32522,32565,0.00043047783039173483,0,list,mixed
21,405,22039791,424587785,401493257,12,32288,32565,0.00037165510406342913,0,list,mixed
22,405,23094528,424587785,400448574,17,32507,32565,0.0005229642846156212,0,list,mixed
23,405,24139211,424587785,399394340,13,32788,32565,0.0003992015968063872,0,list,mixed
24,405,25193445,424587785,398345559,17,32661,32565,0.0005220328573621987,0,list,mixed
25,405,26242226,424587785,397298060,20,32567,32565,0.0006141563027790573,1,mixed,mixed
26,405,27289725,424587785,396248395,27,32665,32565,0.0008291110087517273,0,list,mixed
27,405,28339390,424587785,395205022,19,32520,32565,0.0005842558425584256,0,list,mixed
28,405,29382763,424587785,394157050,15,32623,32565,0.00046061722708429296,0,list,mixed
29,405,30430735,424587785,393102902,23,32745,32565,0.0007062797481959159,1,mixed,mixed
30,405,31484883,424587785,392056756,17,32557,32565,0.0005221611327825045,0,url,mixed
31,405,32531029,424587785,391006380,14,32765,32565,0.0004299094119453401,0,url,mixed
32,405,33581405,424587785,389950591,16,32887,32565,0.0004913250422232458,0,list,mixed
33,405,34637194,424587785,388905195,21,32592,32565,0.0006448641179180101,0,list,mixed
34,405,35682590,424587785,387852262,18,32809,32565,0.0005527406725011516,1,mixed,mixed
35,405,36735523,424587785,386802109,19,32634,32565,0.0005834484876401044,0,list,mixed
36,405,37785676,424587785,385748381,21,32454,32565,0.0006470696986503975,0,url,mixed
37,405,38839404,424587785,384700689,19,32369,32565,0.0005869813710649077,1,mixed,mixed
38,405,39887096,424587785,383650594,15,31642,32565,0.0004740534732317805,0,list,mixed
39,405,40937191,424587785,382601384,15,32262,32565,0.00046494327692021576,0,url,mixed
40,405,41986401,424587785,381553212,20,32391,32565,0.000617455466024513,1,mixed,mixed
41,405,43034573,424587785,380505466,17,32164,32565,0.0005285412262156448,1,mixed,mixed
42,405,44082319,424587785,379457669,15,32071,32565,0.00046771226341554676,0,list,mixed
43,405,45130116,424587785,378411450,16,32242,32565,0.0004962471310712735,0,list,mixed
44,405,46176335,424587785,377359587,17,32462,32565,0.0005236892366459245,0,url,mixed
45,405,47228198,424587785,376310978,19,32675,32565,0.0005834484876401044,0,url,mixed
46,405,48276807,424587785,375261187,22,32716,32565,0.000675571933056963,1,mixed,mixed
47,405,49326598,424587785,374212669,24,32645,32565,0.0007369875633348687,1,mixed,mixed
48,405,50375116,424587785,373158240,19,32881,32565,0.0005834484876401044,0,url,mixed
49,405,51429545,424587785,372109621,17,32505,32565,0.0005229964620827565,0,url,mixed
50,405,52478164,424587785,371060957,20,32613,32565,0.0006141563027790573,1,mixed,mixed
51,405,53526828,424587785,370013126,19,32575,32565,0.0005834484876401044,0,url,mixed
52,405,54574659,424587785,368964718,25,32638,32565,0.0007676953784738216,1,mixed,mixed
53,405,55623067,424587785,367913896,15,32566,32565,0.00046061722708429296,1,mixed,mixed
54,405,56673889,424587785,366864737,20,32626,32565,0.0006141563027790573,1,mixed,mixed
55,405,57723048,424587785,365815541,18,32658,32565,0.0005527406725011516,1,mixed,mixed
56,405,58772244,424587785,364770788,20,32479,32565,0.0006157825056190153,0,url,mixed
57,405,59816997,424587785,363723202,20,32663,32565,0.0006141563027790573,1,mixed,mixed
58,405,60864583,424587785,362677677,20,32603,32565,0.0006141563027790573,0,url,mixed
59,405,61910108,424587785,361625898,16,32702,32565,0.0004913250422232458,1,mixed,mixed
60,405,62961887,424587785,360573842,21,32635,32565,0.0006448641179180101,0,url,mixed
61,405,64013943,424587785,359523846,16,32735,32565,0.0004913250422232458,1,mixed,mixed
62,405,65063939,424587785,358474515,14,31714,32565,0.000441445418427193,1,mixed,mixed
63,405,66113270,424587785,357425590,17,32662,32565,0.0005220328573621987,1,mixed,mixed
64,405,67162195,424587785,356376789,22,32586,32565,0.000675571933056963,1,mixed,mixed
65,405,68210996,424587785,355327495,17,32476,32565,0.0005234634807242271,1,mixed,mixed
66,405,69260290,424587785,354278864,17,32507,32565,0.0005229642846156212,1,mixed,mixed
67,405,70308921,424587785,353228695,17,32673,32565,0.0005220328573621987,1,mixed,mixed
68,405,71359090,424587785,352174605,20,32757,32565,0.0006141563027790573,1,mixed,mixed
69,405,72413180,424587785,351125775,19,32651,32565,0.0005834484876401044,0,url,mixed
70,405,73462010,424587785,350082669,19,32495,32565,0.0005847053392829667,1,mixed,mixed
71,405,74505116,424587785,349036924,20,32603,32565,0.0006141563027790573,1,mixed,mixed
72,405,75550861,424587785,347987640,15,32724,32565,0.00046061722708429296,1,mixed,mixed
73,405,76600145,424587785,346938236,17,32731,32565,0.0005220328573621987,1,mixed,mixed
74,405,77649549,424587785,345888835,21,32724,32565,0.0006448641179180101,0,url,mixed
75,405,78698950,424587785,344838676,17,32717,32565,0.0005220328573621987,1,mixed,mixed
76,405,79749109,424587785,343790705,18,32689,32565,0.0005527406725011516,1,mixed,mixed
77,405,80797080,424587785,342741727,17,32568,32565,0.0005220328573621987,1,mixed,mixed
